[1050, 717]
[1062, 748]
[1061, 760]
[1062, 787]
[1058, 783]
[1041, 802]
[1049, 817]
[1064, 819]
[1063, 830]
[1045, 831]
[1040, 834]
[1036, 839]
[1035, 844]
[1032, 848]
[1032, 853]
[1032, 858]
[1029, 863]
[1028, 873]
[1024, 877]
[1019, 877]
[1014, 879]
[1010, 882]
[1009, 887]
[1009, 892]
[1010, 897]
[1005, 899]
[998, 904]
[990, 907]
[986, 912]
[969, 921]
[963, 925]
[957, 934]
[948, 934]
[944, 938]
[938, 938]
[933, 939]
[928, 939]
[923, 939]
[918, 941]
[913, 944]
[912, 949]
[910, 954]
[887, 957]
[880, 962]
[822, 974]
[817, 980]
[818, 969]
[839, 970]
[887, 957]
[892, 960]
[897, 960]
[901, 957]
[906, 954]
[910, 950]
[913, 946]
[916, 942]
[921, 940]
[926, 939]
[931, 939]
[936, 940]
[941, 942]
[942, 947]
[944, 952]
[945, 940]
[953, 936]
[953, 931]
[958, 927]
[972, 924]
[1006, 897]
[1007, 888]
[1024, 874]
[1035, 874]
[1040, 877]
[1042, 887]
[1040, 874]
[1048, 867]
[1038, 867]
[1035, 862]
[1038, 870]
[1033, 870]
[1033, 865]
[1033, 860]
[1032, 855]
[1032, 850]
[1034, 845]
[1035, 840]
[1039, 836]
[1043, 832]
[1048, 830]
[1053, 827]
[1059, 822]
[1052, 822]
[1057, 826]
[1049, 826]
[1050, 821]
[1044, 828]
[1044, 823]
[1045, 818]
[1045, 813]
[1044, 808]
[1043, 803]
[1044, 798]
[1048, 794]
[1052, 790]
[1055, 786]
[1058, 782]
[1060, 777]
[1061, 763]
[1064, 757]
[1064, 735]
[1069, 733]
[1066, 791]
[1054, 791]
[1055, 775]
[1057, 749]
[1060, 731]
[1070, 731]
[1082, 717]
[1082, 712]
[1071, 702]
[1056, 703]
[1048, 642]
[1059, 643]
[1069, 699]
[1060, 698]
[1062, 683]
[1060, 695]
[1058, 676]
[1059, 666]
[1058, 661]
[1057, 674]
[1055, 659]
[1053, 651]
[1066, 629]
[1065, 622]
[1049, 615]
[1037, 615]
[1033, 619]
[1034, 630]
[1036, 608]
[1033, 616]
[1029, 607]
[1024, 607]
[1038, 604]
[1040, 613]
[1042, 589]
[1039, 585]
[1037, 580]
[1033, 577]
[1028, 574]
[1023, 573]
[1018, 571]
[1013, 571]
[999, 571]
[994, 563]
[988, 568]
[993, 574]
[994, 593]
[996, 577]
[1000, 573]
[993, 561]
[992, 549]
[973, 541]
[961, 544]
[964, 537]
[942, 517]
[938, 521]
[959, 539]
[960, 554]
[956, 550]
[956, 545]
[955, 540]
[950, 537]
[946, 533]
[942, 529]
[938, 525]
[935, 521]
[932, 517]
[928, 513]
[924, 509]
[920, 506]
[915, 505]
[911, 502]
[906, 502]
[901, 502]
[896, 504]
[894, 509]
[891, 514]
[889, 519]
[888, 524]
[886, 529]
[893, 499]
[914, 499]
[918, 503]
[924, 503]
[926, 510]
[925, 505]
[931, 506]
[938, 513]
[933, 515]
[926, 510]
[922, 498]
[915, 491]
[914, 477]
[912, 493]
[893, 496]
[889, 493]
[885, 490]
[881, 487]
[876, 486]
[871, 485]
[866, 485]
[861, 485]
[856, 484]
[851, 484]
[846, 484]
[841, 484]
[836, 484]
[831, 484]
[826, 482]
[821, 481]
[816, 479]
[811, 477]
[806, 476]
[801, 474]
[796, 472]
[791, 472]
[786, 470]
[782, 467]
[780, 472]
[787, 475]
[821, 475]
[881, 477]
[882, 485]
[859, 482]
[832, 481]
[809, 480]
[785, 478]
[754, 479]
[749, 475]
[749, 461]
[748, 468]
[749, 475]
[744, 485]
[717, 504]
[758, 482]
[749, 481]
[704, 509]
[693, 510]
[693, 524]
[697, 513]
[715, 506]
[698, 518]
[698, 526]
[687, 528]
[682, 528]
[677, 527]
[672, 527]
[667, 526]
[663, 523]
[661, 513]
[621, 512]
[579, 509]
[579, 515]
[628, 516]
[659, 518]
[654, 518]
[649, 518]
[644, 518]
[639, 518]
[634, 518]
[629, 518]
[624, 518]
[619, 518]
[614, 518]
[609, 518]
[604, 518]
[599, 518]
[594, 518]
[589, 518]
[584, 518]
[579, 518]
[574, 519]
[569, 521]
[564, 522]
[559, 522]
[554, 520]
[550, 517]
[545, 515]
[540, 513]
[491, 511]
[488, 507]
[482, 507]
[466, 504]
[466, 510]
[474, 510]
[547, 510]
[494, 506]
[489, 506]
[484, 506]
[479, 506]
[474, 506]
[469, 506]
[465, 510]
[461, 514]
[456, 516]
[451, 516]
[446, 516]
[441, 515]
[437, 512]
[435, 507]
[435, 502]
[434, 497]
[432, 509]
[423, 500]
[430, 498]
[422, 497]
[416, 492]
[408, 483]
[401, 482]
[408, 487]
[414, 491]
[390, 470]
[390, 455]
[388, 444]
[387, 457]
[376, 461]
[386, 465]
[399, 481]
[392, 478]
[373, 461]
[340, 458]
[325, 455]
[267, 455]
[252, 452]
[280, 449]
[301, 450]
[322, 451]
[350, 453]
[357, 450]
[357, 445]
[358, 457]
[251, 454]
[247, 458]
[243, 461]
[238, 461]
[233, 461]
[228, 461]
[223, 461]
[218, 457]
[219, 449]
[216, 461]
[206, 472]
[208, 466]
[202, 472]
[193, 478]
[190, 482]
[190, 477]
[184, 483]
[180, 487]
[173, 486]
[156, 498]
[150, 498]
[156, 502]
[178, 489]
[168, 493]
[158, 503]
[156, 513]
[131, 521]
[122, 518]
[123, 507]
[120, 515]
[105, 519]
[110, 531]
[112, 524]
[119, 524]
[112, 524]
[126, 521]
[116, 531]
[110, 531]
[90, 551]
[74, 552]
[63, 546]
[62, 559]
[72, 566]
[71, 573]
[73, 563]
[84, 555]
[73, 557]
[69, 553]
[71, 559]
[69, 553]
[62, 542]
[63, 527]
[60, 532]
[60, 537]
[60, 542]
[60, 547]
[60, 552]
[57, 557]
[53, 561]
[48, 564]
[43, 567]
[39, 570]
[38, 576]
[51, 592]
[47, 597]
[47, 609]
[43, 613]
[41, 622]
[42, 628]
[40, 636]
[39, 642]
[35, 645]
[49, 662]
[37, 674]
[24, 675]
[22, 709]
[20, 740]
[32, 738]
[35, 699]
[35, 694]
[35, 689]
[35, 684]
[35, 679]
[39, 675]
[43, 671]
[46, 666]
[46, 661]
[46, 656]
[42, 652]
[37, 651]
[32, 649]
[43, 649]
[43, 637]
[51, 603]
[58, 587]
[44, 586]
[30, 648]
[17, 656]
[16, 664]
[30, 678]
[28, 689]
[31, 698]
[27, 691]
[23, 736]
[28, 735]
[30, 700]
[7, 752]
[1, 753]
[6, 755]
[10, 758]
[14, 761]
[19, 762]
[24, 763]
[29, 763]
[34, 761]
[38, 758]
[38, 769]
[64, 808]
[68, 814]
[71, 823]
[119, 852]
[113, 850]
[118, 856]
[125, 855]
[120, 855]
[140, 874]
[138, 895]
[141, 910]
[138, 898]
[149, 892]
[162, 892]
[172, 905]
[176, 921]
[194, 920]
[175, 910]
[170, 919]
[176, 925]
[180, 947]
[176, 933]
[186, 923]
[206, 923]
[230, 939]
[230, 944]
[242, 944]
[252, 948]
[257, 941]
[243, 941]
[226, 934]
[226, 948]
[252, 951]
[255, 956]
[258, 960]
[263, 963]
[268, 963]
[273, 963]
[278, 962]
[283, 961]
[284, 952]
[300, 958]
[329, 963]
[363, 971]
[368, 976]
[382, 980]
[385, 975]
[389, 972]
[394, 971]
[399, 971]
[404, 971]
[409, 971]
[413, 974]
[418, 975]
[423, 977]
[428, 978]
[433, 980]
[472, 982]
[478, 982]
[483, 982]
[488, 982]
[493, 982]
[498, 982]
[503, 982]
[508, 982]
[513, 982]
[518, 980]
[522, 977]
[527, 977]
[532, 977]
[537, 977]
[542, 980]
[546, 983]
[548, 992]
[589, 988]
[594, 992]
[650, 994]
[677, 1008]
[686, 994]
[754, 985]
[784, 982]
[784, 974]
[720, 985]
[687, 988]
[682, 988]
[678, 984]
[673, 983]
[668, 983]
[663, 983]
[658, 985]
[653, 986]
[648, 987]
[643, 987]
[638, 987]
[633, 987]
[628, 987]
[623, 989]
[592, 988]
[578, 990]
[573, 990]
[568, 990]
[563, 990]
[558, 990]
[553, 988]
[548, 985]
[544, 982]
[540, 979]
[535, 977]
[530, 977]
[525, 977]
[520, 978]
[516, 982]
[513, 986]
[484, 987]
[469, 984]
[433, 985]
[414, 984]
[414, 978]
[410, 974]
[406, 971]
[401, 971]
[396, 971]
[391, 971]
[386, 971]
[381, 971]
[376, 971]
[371, 971]
[366, 973]
[297, 960]
[289, 958]
[287, 953]
[283, 949]
[280, 945]
[276, 942]
[271, 941]
[266, 941]
[261, 941]
[256, 941]
[251, 941]
[246, 941]
[241, 941]
[236, 941]
[231, 940]
[227, 936]
[223, 932]
[219, 928]
[214, 925]
[209, 925]
[204, 925]
[199, 924]
[194, 923]
[189, 922]
[185, 919]
[180, 918]
[175, 916]
[176, 921]
[166, 918]
[168, 913]
[169, 908]
[169, 903]
[167, 898]
[163, 894]
[159, 890]
[156, 886]
[143, 890]
[144, 881]
[154, 883]
[135, 862]
[129, 858]
[98, 846]
[101, 842]
[95, 836]
[95, 846]
[88, 847]
[63, 841]
[62, 835]
[61, 827]
[69, 824]
[64, 817]
[61, 824]
[61, 818]
[29, 769]
[36, 764]
[33, 769]
